id_venta,fecha,producto,categoria,cantidad,precio_unitario,vendedor,region,metodo_pago,cliente_frecuente
743,2025-07-18,Laptop 14 pulgadas,Laptops,5,525479.0,Kevin Solano,Heredia,Sinpe Móvil,No
821,2025-09-17,Mouse inalámbrico,Accesorios,-1,10187.0,Marisol Vargas,Cartago,Transferencia,Sí
551,2025-05-07,Monitor 24 pulgadas,Monitores,4,151566.0,Ana Rojas,Guanacaste,Tarjeta,Sí
396,2025-08-02,Parlante bluetooth,Audio,3,25801.0,luis chinchilla,Cartago,Efectivo,No
1135,2025-02-28,Monitor 24 pulgadas,Monitores,3,121885.0,Marisol Vargas,Cartago,Tarjeta,NO
385,14/01/2025,Mouse inalámbrico,Accesorios,5,12632.0,Kevin Solano,Alajuela,Efectivo,No
754,2025-04-01,Funda protectora celular,Accesorios,1,4079.0,Ana Rojas,San José,Tarjeta,No
928,2025-05-07,Funda protectora celular,Accesorios,4,5103.0,Luis Chinchilla,Heredia,Sinpe Móvil,No
902,2025-04-12,Monitor 27 pulgadas curvo,Monitores,4,255741.0,Marisol Vargas,Puntarenas,Efectivo,si
692,2025-07-11,Monitor 27 pulgadas curvo,Monitores,5,280440.0,Marisol Vargas,Cartago,Transferencia,Sí
218,2025-09-01,Funda protectora celular,Accesorios,1,7600.0,Marisol Vargas,,Tarjeta,Sí
835,2025-04-05,Teclado mecánico,Accesorios,4,32055.0,FABIOLA ARAYA,San José,Transferencia,No
565,2025-08-13,Laptop 14 pulgadas,Laptops,4,456538.0,Kevin Solano,Alajuela,Tarjeta,Sí
830,10/07/2025,Funda protectora celular,Accesorios,5,4682.0,Marisol Vargas,Limón,Transferencia,No
547,2025-02-15,Cargador portátil (power bank),Accesorios,3,15651.0,Marisol Vargas,Heredia,Transferencia,No
193,2025-09-16,Mouse inalámbrico,Accesorios,1,10800.0,Luis Chinchilla,Cartago,Sinpe Móvil,Sí
150,2025-05-31,Celular gama media,Celulares,1,162000.0,Marisol Vargas,Cartago,Sinpe Móvil,No
916,16/01/2025,Mouse inalámbrico,Accesorios,5,12764.0,Ana Rojas,Puntarenas,Transferencia,No
330,21/01/2025,Celular gama alta,Celulares,2,520265.0,Fabiola Araya,Cartago,Efectivo,No
588,2025-09-07,Funda protectora celular,Accesorios,3,5935.0,Luis Chinchilla,San José,Sinpe Móvil,No
528,30/06/2025,Audífonos inalámbricos,Audio,2,18359.0,  Marisol Vargas  ,Guanacaste,Efectivo,Sí
288,2025-05-13,Funda protectora celular,Accesorios,2,7147.0,Kevin Solano,Limón,Sinpe Móvil,Si
634,2025-02-13,Teclado mecánico,Accesorios,5,35136.0,Luis Chinchilla,Alajuela,Tarjeta,Sí
1017,2025-06-20,Mouse inalámbrico,Accesorios,1,8204.0,Kevin Solano,Puntarenas,Sinpe Móvil,Sí
229,2025-05-23,Mouse inalámbrico,Accesorios,4,10696.0,Kevin Solano,Puntarenas,Transferencia,No
200,2025-02-21,Laptop gamer 15 pulgadas,Laptops,2,895500.0,Ana Rojas,Alajuela,Tarjeta,No
1055,2025-08-11,Teclado mecánico,Accesorios,5,28226.0,Marisol Vargas,Puntarenas,Tarjeta,No
903,2025-05-17,Laptop 14 pulgadas,Laptops,4,457619.0,Marisol Vargas,Alajuela,Tarjeta,No
597,2025-04-28,Laptop 14 pulgadas,Laptops,4,401439.0,Luis Chinchilla,Alajuela,Transferencia,No
138,12/02/2025,Audífonos inalámbricos,Audio,3,23200.0,Fabiola Araya,,Sinpe Móvil,Sí
1075,2025-01-25,Monitor 24 pulgadas,Monitores,2,134718.0,Fabiola Araya,Puntarenas,Efectivo,No
644,29/01/2025,Monitor 24 pulgadas,Monitores,2,150298.0,Fabiola Araya,Cartago,Efectivo,Sí
751,19/09/2025,Laptop gamer 15 pulgadas,Laptops,3,1043397.0,Luis Chinchilla,Guanacaste,Sinpe Móvil,No
1114,2025-07-01,Audífonos inalámbricos,Audio,4,25178.0,Marisol Vargas,Puntarenas,Sinpe Móvil,Sí
370,2025-04-16,Audífonos inalámbricos,Audio,1,34916.0,Marisol Vargas,Puntarenas,Efectivo,Sí
643,2025-07-03,Funda protectora celular,Accesorios,5,7898.0,Ana Rojas,Alajuela,Efectivo,Sí
447,2025-03-11,Laptop 14 pulgadas,Laptops,1,488490.0,Fabiola Araya,,Transferencia,No
437,2025-09-12,Funda protectora celular,Accesorios,3,7544.0,Marisol Vargas,Cartago,Tarjeta,No
499,2025-08-30,Mouse inalámbrico,Accesorios,5,11793.0,Ana Rojas,Limón,Efectivo,Sí
412,2025-08-05,Celular gama media,Celulares,5,198847.0,Kevin Solano,Cartago,Efectivo,Sí
7,2025-03-29,Teclado mecánico,Accesorios,2,24600.0,Kevin Solano,Heredia,Transferencia,No
98,2025-06-04,Funda protectora celular,Accesorios,2,3600.0,Ana Rojas,San José,Transferencia,No
399,2025-09-19,Laptop 14 pulgadas,Laptops,1,507345.0,Ana Rojas,Limón,Transferencia,No
159,2025-02-07,Parlante bluetooth,Audio,1,47200.0,Marisol Vargas,Alajuela,Efectivo,No
884,2025-05-17,Celular gama alta,Celulares,5,378416.0,Luis Chinchilla,Limón,Transferencia,Sí
33,2025-07-03,Laptop 14 pulgadas,Laptops,1,447400.0,Ana Rojas,Cartago,Sinpe Móvil,No
817,2025-01-01,Laptop gamer 15 pulgadas,Laptops,2,734290.0,Kevin Solano,Limón,Sinpe Móvil,No
728,2025-08-14,Mouse inalámbrico,Accesorios,1,6918.0,Kevin Solano,Alajuela,Efectivo,NO
510,2025-06-27,Funda protectora celular,Accesorios,2,,Luis Chinchilla,Alajuela,Sinpe Móvil,Sí
323,2025-02-11,Monitor 24 pulgadas,Monitores,2,126791.0,Marisol Vargas,Alajuela,Efectivo,Sí
479,2025-03-30,Teclado mecánico,Accesorios,4,4133.0,Kevin Solano,Heredia,Transferencia,No
247,2025-05-02,Monitor 27 pulgadas curvo,Monitores,3,,Ana Rojas,Heredia,Efectivo,No
172,2025-03-18,Monitor 27 pulgadas curvo,Monitores,2,257000.0,Marisol Vargas,Puntarenas,Transferencia,Sí
1084,2025-01-12,Laptop gamer 15 pulgadas,Laptops,1,964590.0,Fabiola Araya,San José,Tarjeta,No
225,2025-03-21,Monitor 24 pulgadas,Monitores,2,177005.0,Kevin Solano,Alajuela,Tarjeta,No
1000,2025-08-31,Cargador portátil (power bank),Accesorios,5,11029.0,Luis Chinchilla,San José,Transferencia,Sí
629,2025-07-03,Laptop 14 pulgadas,Laptops,2,488460.0,Fabiola Araya,Cartago,Tarjeta,Sí
24,2025-02-01,Mouse inalámbrico,Accesorios,3,6500.0,Fabiola Araya,Heredia,Efectivo,Sí
1066,2025-06-30,Teclado mecánico,Accesorios,3,33568.0,Fabiola Araya,Cartago,Tarjeta,Sí
1054,2025-08-31,Laptop gamer 15 pulgadas, Laptops,4,832377.0,Fabiola Araya,,Efectivo,Sí
851,2025-03-29,Monitor 27 pulgadas curvo,Monitores,1,220445.0,Kevin Solano,Limón,Transferencia,No
534,2025-07-23,Monitor 24 pulgadas,Monitores,1,136114.0,Fabiola Araya,Guanacaste,Efectivo,Sí
611,2025-03-12,Cargador portátil (power bank),Accesorios,1,10966.0,Kevin Solano,Heredia,Transferencia,Sí
466,2025-08-29,Funda protectora celular,Accesorios,3,5722.0,Luis Chinchilla,Guanacaste,Efectivo,No
901,2025-07-24,Laptop 14 pulgadas,Laptops,-5,484278.0,Ana Rojas,Limón,Efectivo,No
650,2025-07-11,Laptop 14 pulgadas,Laptops,4,520644.0,Kevin Solano,Cartago,Transferencia,Sí
924,2025-04-29,Celular gama alta,Celulares,2,59184.0,Kevin Solano,Alajuela,Sinpe Móvil,Sí
154,2025-04-06,Funda protectora celular,Accesorios,2,4900.0,Fabiola Araya,San José,Transferencia,No
123,2025-02-28,Cargador portátil (power bank),Accesorios,2,11500.0,Marisol Vargas,Cartago,Efectivo,Sí
668,2025-06-26,Celular gama media,Celulares,5,205888.0,marisol vargas,Puntarenas,Tarjeta,No
121,2025-08-02,Funda protectora celular,Accesorios,1,5000.0,Marisol Vargas,Alajuela,Sinpe Móvil,No
870,2025-01-05,Laptop gamer 15 pulgadas,Laptops,1,986349.0,Fabiola Araya,San José,Efectivo,No
452,2025-02-07,Celular gama alta,Celulares,2,685885.0,Luis Chinchilla,Guanacaste,Sinpe Móvil,No
810,2025-06-26,Celular gama alta,Celulares,4,607808.0,Luis Chinchilla,San José,Efectivo,No
983,2025-03-18,Celular gama media,Celulares,4,221720.0,Fabiola Araya,Heredia,Sinpe Móvil,Sí
590,2025-06-22,Monitor 24 pulgadas,Monitores,5,150455.0,Marisol Vargas,Limón,Sinpe Móvil,No
748,2025-01-07,Mouse inalámbrico,Accesorios,5,7203.0,Fabiola Araya,Puntarenas,Tarjeta,Sí
508,2025-07-21,Audífonos inalámbricos,Audio,5,18056.0,Ana Rojas,Limón,Tarjeta,Sí
680,09/09/2025,Monitor 24 pulgadas,Monitores,1,178075.0,Ana Rojas,Puntarenas,Transferencia,No 
931,2025-08-14,Monitor 24 pulgadas,Monitores,-4,171908.0,Kevin Solano,Guanacaste,Efectivo,No
575,2025-05-28,Funda protectora celular,Accesorios,2,4079.0,Fabiola Araya,Heredia,Tarjeta,No
1024,2025-02-16,Cargador portátil (power bank),Accesorios,3,15416.0,Kevin Solano,Alajuela,Sinpe Móvil,No
1074,2025-03-09,Monitor 24 pulgadas,Monitores,3,122022.0,Kevin Solano,Puntarenas,Sinpe Móvil,No
511,2025-04-16,Laptop gamer 15 pulgadas,Laptops,1,741457.0,Luis Chinchilla,Guanacaste,Tarjeta,Sí
346,2025-07-23,Teclado mecánico,accesorios,1,40184.0,Marisol Vargas,Guanacaste,Transferencia,No
914,2025-06-06,Laptop gamer 15 pulgadas,Laptops,3,939866.0,ANA ROJAS,Alajuela,Transferencia,No
1019,2025-02-24,Laptop gamer 15 pulgadas, Laptops,4,1054854.0,Luis Chinchilla,Alajuela,Tarjeta,Sí
151,2025-06-30,Laptop 14 pulgadas,Laptops,2,497400.0,Ana Rojas,San José,Sinpe Móvil,No
517,2025-06-03,Laptop gamer 15 pulgadas,Laptops,2,1100946.0,Luis Chinchilla,Heredia,Sinpe Móvil,No
181,2025-05-12,Monitor 27 pulgadas curvo,Monitores,3,217800.0,  Fabiola Araya  ,Cartago,Transferencia,Sí
280,2025-04-18,Monitor 24 pulgadas,Monitores,4,165003.0,Marisol Vargas,San José,Transferencia,No
767,2025-07-28,Monitor 24 pulgadas,Monitores,4,141579.0,Fabiola Araya,Guanacaste,Transferencia,Sí
697,2025-04-24,Parlante bluetooth,Audio,5,,Fabiola Araya,San José,Transferencia,No
175,2025-01-27,Celular gama alta,Celulares,2,409700.0,Fabiola Araya,,Sinpe Móvil,Sí
711,2025-03-09,Parlante bluetooth,Audio,2,46225.0,Marisol Vargas,Heredia,Efectivo,Sí
246,2025-02-06,Cargador portátil (power bank),Accesorios,1,11747.0,Luis Chinchilla,Limón,Transferencia,Sí
955,2025-06-19,Laptop gamer 15 pulgadas,Laptops,3,1160363.0,Fabiola Araya,Guanacaste,Tarjeta,Sí
1110,2025-06-29,Celular gama media,Celulares,1,162255.0,Kevin Solano,Heredia,Transferencia,No
22,2025-03-27,Celular gama alta,Celulares,1,518500.0,Kevin Solano,San José,Efectivo,No
977,06/02/2025,Teclado mecánico,Accesorios,3,34122.0,Fabiola Araya,Heredia,Sinpe Móvil,Sí
1043,2025-04-17,Celular gama media,Celulares,3,157164.0,Luis Chinchilla,Limón,Efectivo,No
867,2025-06-09,Mouse inalámbrico,Accesorios,3,7547.0,Luis Chinchilla,San José,Tarjeta,No
470,2025-09-18,Laptop gamer 15 pulgadas,Laptops,4,945040.0,Luis Chinchilla,Alajuela,Efectivo,No
463,2025-03-23,Laptop gamer 15 pulgadas,Laptops,3,1166213.0,Kevin Solano,Puntarenas,Efectivo,No
772,2025-03-14,Monitor 27 pulgadas curvo,Monitores,1,221094.0,MARISOL VARGAS,Heredia,Sinpe Móvil,Sí
119,2025-05-29,Audífonos inalámbricos,Audio,1,15200.0,Kevin Solano,Alajuela,Efectivo,No
179,2025-05-28,Audífonos inalámbricos,Audio,3,35700.0,Kevin Solano,Cartago,Sinpe Móvil,Sí
946,2025-08-07,Laptop 14 pulgadas,Laptops,5,395582.0,Fabiola Araya,Puntarenas,Tarjeta,No
326,2025-04-26,Laptop 14 pulgadas,Laptops,2,598019.0,Ana Rojas,Alajuela,Tarjeta,Sí
286,2025-08-22,Laptop 14 pulgadas,Laptops,2,572340.0,Marisol Vargas,Heredia,Transferencia,No
853,2025-06-08,Monitor 27 pulgadas curvo,Monitores,3,264202.0,Ana Rojas,Limón,Tarjeta,No
591,2025-01-25,Celular gama media,Celulares,1,163443.0,Fabiola Araya,Alajuela,Tarjeta,Sí
110,2025-07-11,Audífonos inalámbricos,Audio,-5,35600.0,Kevin Solano,San José,Tarjeta,No
402,2025-06-11,Celular gama media,Celulares,2,209368.0,Fabiola Araya,Guanacaste,Transferencia,No
1087,2025-08-17,Monitor 24 pulgadas,Monitores,5,116132.0,Fabiola Araya,San José,Sinpe Móvil,No
531,2025-09-05,Cargador portátil (power bank),Accesorios,4,9189.0,Marisol Vargas,Heredia,Sinpe Móvil,Sí
854,2025-07-07,Monitor 24 pulgadas,Monitores,4,128186.0,Kevin Solano,Alajuela,Tarjeta,Sí
294,2025-05-20,Laptop gamer 15 pulgadas,LAPTOPS,4,937677.0,Fabiola Araya,Cartago,Sinpe Móvil,Sí
651,2025-08-12,Audífonos inalámbricos,Audio,4,30580.0,Ana Rojas,San José,Transferencia,Sí
886,2025-09-27,Laptop gamer 15 pulgadas,Laptops,2,980714.0,Ana Rojas,Heredia,Sinpe Móvil,Sí
21,2025-02-08,Celular gama alta,Celulares,1,651500.0,Fabiola Araya,,Tarjeta,No
698,2025-04-03,Audífonos inalámbricos,Audio,3,17342.0,Ana Rojas,San José,Transferencia,SI
641,2025-07-03,Parlante bluetooth,Audio,4,39969.0,Fabiola Araya,Cartago,Transferencia,No
630,2025-06-05,Audífonos inalámbricos,Audio,-5,15968.0,Kevin Solano,Puntarenas,Tarjeta,Sí
102,2025-06-20,Laptop 14 pulgadas,Laptops,1,41400.0,Fabiola Araya,Alajuela,Tarjeta,No
140,2025-06-21,Cargador portátil (power bank),Accesorios,3,10800.0,Marisol Vargas,Limón,Sinpe Móvil,No
18,2025-01-17,Laptop gamer 15 pulgadas,Laptops,4,689000.0,Luis Chinchilla,Cartago,Sinpe Móvil,Sí
887,2025-07-03,Celular gama media,Celulares,4,244844.0,Fabiola Araya,Alajuela,Efectivo,Sí
541,2025-02-20,Cargador portátil (power bank),Accesorios,4,11786.0,Luis Chinchilla,,Sinpe Móvil,No
382,2025-06-18,Celular gama alta,Celulares,1,500567.0,Fabiola Araya,Limón,Tarjeta,No
449,2025-09-18,Teclado mecánico,Accesorios,2,26306.0,Ana Rojas,Limón,Efectivo,Sí
823,05/09/2025,Celular gama alta,Celulares,2,614966.0,Fabiola Araya,San José,Sinpe Móvil,si
689,2025-03-09,Funda protectora celular,Accesorios,2,6025.0,Luis Chinchilla,Puntarenas,Transferencia,No
206,2025-04-07,Laptop gamer 15 pulgadas,Laptops,3,973200.0,Fabiola Araya,Alajuela,Sinpe Móvil,Sí
1025,2025-04-14,Celular gama media,Celulares,2,224854.0,Fabiola Araya,San José,Efectivo,No
577,2025-09-09,Celular gama media,Celulares,4,245869.0,Fabiola Araya,Guanacaste,Efectivo,Sí
38,19/09/2025,Monitor 24 pulgadas,Monitores,1,,Luis Chinchilla,Cartago,Tarjeta,No
981,2025-02-19,Monitor 27 pulgadas curvo,Monitores,4,234265.0,FABIOLA ARAYA,Alajuela,Tarjeta,No
349,2025-05-31,Cargador portátil (power bank),Accesorios,3,13498.0,Ana Rojas,Puntarenas,Sinpe Móvil,Sí
779,2025-08-12,Laptop gamer 15 pulgadas,Laptops,3,1118456.0,Ana Rojas,San José,Transferencia,No
562,2025-07-20,Teclado mecánico,Accesorios,4,38675.0,Marisol Vargas,San José,Efectivo,No
696,2025-01-19,Mouse inalámbrico,Accesorios,5,11173.0,Marisol Vargas,Limón,Efectivo,No
584,2025-05-30,Parlante bluetooth,Audio,3,40900.0,Marisol Vargas,San José,Tarjeta,Sí
125,2025-06-11,Parlante bluetooth,Audio,1,22700.0,Kevin Solano,Guanacaste,Transferencia,No
612,2025-03-06,Teclado mecánico,Accesorios,-3,37926.0,Luis Chinchilla,Limón,Tarjeta,No
384,2025-02-25,Laptop gamer 15 pulgadas,Laptops,3,1121140.0,Kevin Solano,Alajuela,Transferencia,Sí
871,2025-05-08,Laptop 14 pulgadas,Laptops,2,499981.0,Marisol Vargas,Cartago,Tarjeta,Sí
185,2025-09-11,Monitor 24 pulgadas,Monitores,1,162400.0,Marisol Vargas,San José,Tarjeta,Sí
56,2025-07-12,Cargador portátil (power bank),Accesorios,1,18300.0,Ana Rojas,Puntarenas,Efectivo,Sí
848,2025-03-27,Laptop gamer 15 pulgadas,Laptops,4,742535.0,Luis Chinchilla,Guanacaste,Tarjeta,Sí
994,2025-07-07,Monitor 27 pulgadas curvo,Monitores,1,312867.0,Marisol Vargas,Guanacaste,Transferencia,Sí
1119,2025-09-25,Funda protectora celular,Accesorios,1,3760.0,Fabiola Araya,Guanacaste,Tarjeta,Sí
166,2025-05-17,Laptop gamer 15 pulgadas,Laptops,1,727500.0,Ana Rojas,Cartago,Sinpe Móvil,No
978,2025-05-05,Celular gama alta,Celulares,5,417477.0,Fabiola Araya,Guanacaste,Tarjeta,No
116,2025-07-09,Celular gama media,Celulares,1,198700.0,  FABIOLA ARAYA  ,Puntarenas,Tarjeta,No
299,2025-01-21,Celular gama media,Celulares,1,278198.0,Ana Rojas,Limón,Tarjeta,Sí
1081,2025-08-15,Celular gama alta,Celulares,3,592419.0,Fabiola Araya,Alajuela,Efectivo,Sí
464,2025-08-28,Monitor 27 pulgadas curvo,Monitores,4,303149.0,Fabiola Araya,Alajuela,Tarjeta,No
409,2025-01-27,Teclado mecánico,Accesorios,3,25252.0,Luis Chinchilla,Heredia,Sinpe Móvil,No
199,2025-04-07,Audífonos inalámbricos,Audio,4,36800.0,Ana Rojas,San José,Sinpe Móvil,No
543,2025-07-14,Audífonos inalámbricos,Audio,1,33532.0,Kevin Solano,Limón,Efectivo,Sí
1030,2025-09-25,Celular gama media,Celulares,4,276912.0,Marisol Vargas,Puntarenas,Efectivo,Sí
219,2025-07-23,Celular gama media,Celulares,4,194900.0,Fabiola Araya,Alajuela,Sinpe Móvil,No
212,2025-01-31,Cargador portátil (power bank),Accesorios,2,19900.0,Ana Rojas,Limón,Tarjeta,No
623,2025-07-12,Cargador portátil (power bank),Accesorios,3,10247.0,Marisol Vargas,Puntarenas,Sinpe Móvil,No
846,2025-07-22,Celular gama alta,Celulares,3,657938.0,Kevin Solano,San José,Sinpe Móvil,No
398,2025-02-10,Monitor 27 pulgadas curvo,Monitores,4,302311.0,Kevin Solano,Puntarenas,Transferencia,Sí
55,2025-07-08,Audífonos inalámbricos,Audio,1,33200.0,Ana Rojas,,Efectivo,No
520,2025-01-21,Celular gama media,Celulares,1,175402.0,Marisol Vargas,San José,Efectivo,No
915,2025-06-04,Teclado mecánico,Accesorios,2,42924.0,Marisol Vargas,Cartago,Tarjeta,No
637,2025-08-07,Celular gama media,Celulares,2,197782.0,Ana Rojas,Cartago,Transferencia,No
739,2025-04-11,Monitor 24 pulgadas,Monitores,2,118452.0,Fabiola Araya,Puntarenas,Sinpe Móvil,Sí
559,2025-09-17,Monitor 27 pulgadas curvo,Monitores,4,270277.0,Kevin Solano,San José,Tarjeta,Sí
892,2025-06-03,Cargador portátil (power bank),Accesorios,2,11578.0,Kevin Solano,Alajuela,Transferencia,Sí
318,2025-05-26,Cargador portátil (power bank),Accesorios,4,14745.0,Kevin Solano,Puntarenas,Tarjeta,No
481,2025-05-28,Monitor 24 pulgadas,Monitores,2,158317.0,Fabiola Araya,Cartago,Sinpe Móvil,No
661,2025-02-21,Cargador portátil (power bank),Accesorios,3,11467.0,Ana Rojas,Guanacaste,Transferencia,No
719,2025-01-02,Laptop gamer 15 pulgadas,Laptops,1,1032533.0,Luis Chinchilla,Limón,Sinpe Móvil,sí
799,2025-06-25,Audífonos inalámbricos,Audio,4,29317.0,Luis Chinchilla,Puntarenas,Sinpe Móvil,No
148,2025-05-27,Celular gama alta,Celulares,1,623300.0,Marisol Vargas,Cartago,Tarjeta,No
243,2025-09-01,Celular gama media,Celulares,5,172292.0,Marisol Vargas,Limón,Sinpe Móvil,si
796,2025-03-17,Celular gama alta,Celulares,1,419893.0,Ana Rojas,Heredia,Sinpe Móvil,Sí
554,2025-04-01,Teclado mecánico,Accesorios,4,42406.0,Kevin Solano,San José,Sinpe Móvil,Sí
381,2025-02-13,Laptop 14 pulgadas,Laptops,1,483650.0,Kevin Solano,Limón,Efectivo,Sí
803,2025-08-04,Monitor 27 pulgadas curvo,Monitores,3,302733.0,Marisol Vargas,Guanacaste,Efectivo,No
1029,2025-06-23,Cargador portatil (power bank),Accesorios,1,13053.0,Luis Chinchilla,,Tarjeta,Sí
152,2025-08-13,Celular gama media,Celulares,1,,Marisol Vargas,Cartago,Sinpe Móvil,No
147,2025-04-13,Laptop 14 pulgadas,Laptops,4,465200.0,Marisol Vargas,Puntarenas,Sinpe Móvil,No
1129,2025-03-10,Mouse inalámbrico,Accesorios,3,11224.0,Fabiola Araya,Limón,Tarjeta,No
168,2025-05-04,Monitor 27 pulgadas curvo,Monitores,1,235900.0,Ana Rojas,Cartago,Sinpe Móvil,No
589,2025-07-23,Laptop 14 pulgadas,Laptops,2,612351.0,Ana Rojas,Guanacaste,Transferencia,No 
868,2025-06-02,Funda protectora celular,Accesorios,2,4894.0,Luis Chinchilla,Limón,Efectivo,Sí
587,2025-08-01,Celular gama media,Celulares,4,211019.0,Luis Chinchilla,Guanacaste,Transferencia,No
1033,2025-03-29,Celular gama alta,Celulares,5,386106.0,Luis Chinchilla,Alajuela,Sinpe Móvil,Sí
590,2025-06-22,Monitor 24 pulgadas,Monitores,5,150455.0,Marisol Vargas,Limón,Sinpe Móvil,No
545,2025-02-24,Teclado mecánico,Accesorios,1,24099.0,Kevin Solano,Guanacaste,Transferencia,no
675,2025-03-18,Mouse inalámbrico,Accesorios,2,10240.0,Marisol Vargas,Limón,Tarjeta,sí
290,2025-02-11,Monitor 27 pulgadas curvo,Monitores,2,231781.0,Fabiola Araya,San José,Efectivo,Sí
388,2025-06-24,Funda protectora celular,Accesorios,2,4939.0,Kevin Solano,Limón,Tarjeta,Sí
652,2025-03-31,Celular gama media,Celulares,4,,Kevin Solano,Puntarenas,Efectivo,Sí
784,2025-07-20,Teclado mecánico,Accesorios,2,40937.0,Marisol Vargas,San José,Transferencia,Sí
640,2025-09-27,Celular gama media,Celulares,2,235152.0,Marisol Vargas,Limón,Tarjeta,No
163,2025-05-16,Teclado mecánico,Accesorios,2,38700.0,Kevin Solano,Puntarenas,Tarjeta,No
457,2025-01-24,Laptop 14 pulgadas,Laptops,5,4435170.0,Ana Rojas,Limón,Sinpe Móvil,Sí
586,2025-06-14,Audífonos inalámbricos,Audio,2,33275.0,Fabiola Araya,Guanacaste,Efectivo,No
1022,2025-08-12,Funda protectora celular,Accesorios,4,7167.0,Luis Chinchilla,Heredia,Efectivo,Sí
336,2025-05-03,Cargador portátil (power bank),Accesorios,2,12729.0,Luis Chinchilla,Heredia,Sinpe Móvil,Sí
560,2025-07-01,Laptop gamer 15 pulgadas,Laptops,2,1019970.0,Luis Chinchilla,Heredia,Sinpe Móvil,No
269,2025-02-22,Celular gama media,Celulares,3,255316.0,Fabiola Araya,Heredia,Efectivo,Sí
1125,2025-06-05,Audífonos inalámbricos,audio,5,29958.0,Luis Chinchilla,San José,Sinpe Móvil,No
1048,2025-06-16,Laptop 14 pulgadas,Laptops,2,403535.0,Fabiola Araya,Limón,Efectivo,No
10,2025-07-24,Monitor 24 pulgadas,Monitores,-1,,Luis Chinchilla,Puntarenas,Sinpe Móvil,Sí
1064,2025-08-27,Teclado mecánico,Accesorios,5,24777.0,Kevin Solano,Puntarenas,Tarjeta,Sí
259,2025-06-10,Laptop gamer 15 pulgadas,LAPTOPS,2,825463.0,  Ana Rojas  ,San José,Transferencia,No
1144,2025-09-22,Cargador portátil (power bank),Accesorios,2,15922.0,Ana Rojas,San José,Sinpe Móvil,No
483,2025-05-29,Audífonos inalámbricos,Audio,1,,Luis Chinchilla,Cartago,Sinpe Móvil,No
986,2025-07-09,Cargador portátil (power bank),Accesorios,5,20615.0,Luis Chinchilla,,Transferencia,sí
274,2025-03-01,Cargador portátil (power bank),Accesorios,3,11143.0,Kevin Solano,Alajuela,Tarjeta,No
530,2025-04-29,Audífonos inalámbricos,Audio,1,31972.0,Luis Chinchilla,Puntarenas,Sinpe Móvil,No
942,2025-05-23,Monitor 27 pulgadas curvo,Monitores,5,278606.0,Ana Rojas,Alajuela,Efectivo,Sí
433,2025-04-04,Celular gama media,Celulares,2,158519.0,Fabiola Araya,Alajuela,Transferencia,Sí
1080,2025-09-17,Parlante bluetooth,Audio,3,43359.0,Kevin Solano,Guanacaste,Transferencia,Sí
898,2025-03-18,Teclado mecánico,Accesorios,3,33546.0,  Ana Rojas  ,Puntarenas,Tarjeta,No
1109,2025-01-06,Monitor 24 pulgadas,Monitores,1,164766.0,Marisol Vargas,Puntarenas,Efectivo,Sí
100,2025-01-17,Audífonos inalámbricos,Audio,2,21500.0,Kevin Solano,Alajuela,Transferencia,Sí
814,2025-09-24,Celular gama alta,Celulares,3,599830.0,Marisol Vargas,Alajuela,Efectivo,No
484,2025-09-03,Parlante bluetooth,Audio,2,28668.0,Marisol Vargas,Cartago,Transferencia,Sí
421,2025-02-16,Mouse inalámbrico,Accesorios,2,11890.0,Kevin Solano,Alajuela,Sinpe Móvil,Sí
143,2025-06-30,Laptop 14 pulgadas,Laptops,1,,Ana Rojas,Puntarenas,Transferencia,Sí
808,2025-08-05,Monitor 24 pulgadas,Monitores,5,135595.0,Kevin Solano,San José,Sinpe Móvil,Sí
18,2025-01-17,Laptop gamer 15 pulgadas,Laptops,4,689000.0,Luis Chinchilla,Cartago,Sinpe Móvil,Sí
167,2025-06-10,Parlante bluetooth,Audio,1,26400.0,Fabiola Araya,Heredia,Sinpe Móvil,No
162,2025-03-20,Teclado mecánico,Accesorios,1,,Fabiola Araya,,Tarjeta,No
631,2025-07-22,Teclado mecánico,Accesorios,5,24930.0,Kevin Solano,Cartago,Efectivo,Sí
137,2025-03-12,Celular gama alta,Celulares,4,368300.0,Kevin Solano,Limón,Transferencia,No
844,2025-03-16,Funda protectora celular,Accesorios,2,6211.0,Kevin Solano,Guanacaste,Sinpe Móvil,Sí
17,2025-03-03,Monitor 27 pulgadas curvo,Monitores,1,,Ana Rojas,Puntarenas,Efectivo,No
114,2025-01-14,Cargador portátil (power bank),Accesorios,2,17600.0,Marisol Vargas,San José,Efectivo,Sí
8,2025-04-28,Laptop 14 pulgadas,Laptops,3,597400.0,Kevin Solano,Cartago,Tarjeta,Sí
196,2025-08-30,Laptop gamer 15 pulgadas,Laptops,1,874900.0,Luis Chinchilla,Limón,Sinpe Móvil,No
833,2025-01-05,Teclado mecánico,Accesorios,1,36808.0,Fabiola Araya,Heredia,Tarjeta,No
174,2025-06-07,Teclado mecánico,Accesorios,3,37600.0,Ana Rojas,Puntarenas,Sinpe Móvil,Sí
435,2025-01-19,Monitor 24 pulgadas,Monitores,2,130028.0,Luis Chinchilla,Limón,Transferencia,No
101,2025-02-01,Parlante bluetooth,Audio,1,27600.0,Ana Rojas,Limón,Sinpe Móvil,Sí
1035,2025-04-20,Teclado mecánico,Accesorios,1,35269.0,Kevin Solano,Alajuela,Tarjeta,No
